City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,nuuk,64.1835,-51.7216,-0.66,86,0,3.09,GL,1681348364
365,bako,5.7833,36.5667,18.07,73,100,1.34,ET,1681348365
366,cameta,-2.2444,-49.4958,24.84,89,100,1.63,BR,1681348365
367,komsomolskiy,40.4272,71.7189,11.4,82,80,4.12,UZ,1681348365
368,hami,42.8,93.45,10.1,24,9,5.98,CN,1681348365
369,koutiala,12.3917,-5.4642,30.15,17,36,4.19,ML,1681348366
370,gubkinskiy,64.434,76.5026,-26.58,98,11,4.44,RU,1681348366
371,poum,-20.2333,164.0167,26.18,78,7,3.71,NC,1681348366
372,kazanskoye,55.6448,69.235,1.99,77,3,3.64,RU,1681348366
373,sobolevo,54.4299,31.8996,8.63,64,100,3.64,RU,1681348366
374,ayan,56.45,138.1667,-3.1,73,65,8.71,RU,1681348366
375,arcata,40.8665,-124.0828,11.48,68,40,8.75,US,1681348367
376,winfield,37.2398,-96.9956,23.43,33,0,6.69,US,1681348367
377,saint-georges,12.0564,-61.7485,25.82,78,20,5.66,GD,1681348367
378,cravo norte,6.3017,-70.2041,29.72,57,99,2.23,CO,1681348367
379,aracaju,-10.9111,-37.0717,26.97,74,20,4.63,BR,1681348368
380,walvis bay,-22.9575,14.5053,14.98,80,0,1.09,NA,1681348368
381,yinchuan,38.4681,106.2731,15.06,26,61,2.43,CN,1681348368
382,pokaran,26.9167,71.9167,27.39,24,75,1.2,IN,1681348368
383,taltal,-25.4,-70.4833,19.26,79,8,1.17,CL,1681348368
384,aksarka,66.5606,67.7975,-25.7,94,66,1.75,RU,1681348369
385,black river,18.0264,-77.8487,25.2,81,9,0.9,JM,1681348369
386,harper,4.375,-7.7169,26.67,85,1,3.24,LR,1681348369
387,namatanai,-3.6667,152.4333,26.3,84,100,4.83,PG,1681348370
388,avera,33.194,-82.5271,16.73,41,27,1.46,US,1681348370
389,port hawkesbury,45.6169,-61.3485,2.88,98,100,5.81,CA,1681348370
390,baruun-urt,46.6806,113.2792,4.6,25,5,4.64,MN,1681348370
391,mandalgovi,45.7625,106.2708,4.52,29,100,1.39,MN,1681348371
392,darnah,32.767,22.6367,14.93,79,0,8.17,LY,1681348371
393,oranjemund,-28.55,16.4333,12.94,89,15,2.3,NA,1681348371
394,cheney,47.4874,-117.5758,9.58,36,75,4.12,US,1681348371
395,stara vyzhivka,51.4376,24.44,7.5,96,100,1.8,UA,1681348371
396,frontera,26.9333,-101.45,26.85,31,0,1.79,MX,1681348371
397,vila franca do campo,37.7167,-25.4333,15.23,88,100,1.62,PT,1681348372
398,gigmoto,13.7796,124.39,27.76,75,100,4.84,PH,1681348372
399,port shepstone,-30.7414,30.455,18.99,83,100,3.78,ZA,1681348372
400,portland,45.5234,-122.6762,11.01,67,83,3.13,US,1681348150
401,puerto colombia,10.9878,-74.9547,26.05,85,100,11.39,CO,1681348372
402,mitsamiouli,-11.3847,43.2844,27.16,75,92,1.93,KM,1681348373
403,chongqing,29.5628,106.5528,20.27,81,100,2.26,CN,1681348324
404,apartado,7.883,-76.6259,25.18,95,61,2.44,CO,1681348373
405,rawicz,51.6095,16.8585,9.41,65,100,4.57,PL,1681348373
406,kosino,58.4127,51.2782,2.74,91,80,3.02,RU,1681348373
407,rio gallegos,-51.6226,-69.2181,1.03,64,0,1.54,AR,1681348374
408,petropavlovsk-kamchatskiy,53.0452,158.6483,0.33,69,75,7.0,RU,1681348374
409,solwezi,-12.1688,26.3894,16.68,99,100,1.56,ZM,1681348374
410,parrita,9.5201,-84.3225,27.43,75,8,1.01,CR,1681348374
411,ruidoso,33.3317,-105.673,21.64,19,1,6.17,US,1681348374
412,turukhansk,65.8167,87.9833,-28.06,100,100,2.03,RU,1681348375
413,mahanje,-9.9333,35.3333,17.24,97,69,0.35,TZ,1681348375
414,debno,52.739,14.698,8.23,87,100,3.83,PL,1681348375
415,kindu,-2.95,25.95,20.95,99,100,1.03,CD,1681348375
416,magnor,59.9511,12.1996,5.85,90,100,4.39,SE,1681348375
417,faya,18.3851,42.4509,14.29,67,34,2.72,SA,1681348376
418,awbari,26.5921,12.7805,16.99,15,47,4.21,LY,1681348376
419,prado,-17.3411,-39.2208,23.58,92,73,1.42,BR,1681348376
420,kropotkin,45.4375,40.5756,10.46,96,100,5.28,RU,1681348376
421,khor,47.8861,134.9464,1.04,81,100,5.06,RU,1681348376
422,westport,41.1415,-73.3579,24.16,51,0,1.54,US,1681348377
423,luau,-10.7073,22.2247,17.06,98,92,1.44,AO,1681348377
424,alexandria,31.2156,29.9553,16.45,66,0,7.89,EG,1681348151
425,venado tuerto,-33.7456,-61.9688,13.21,90,100,2.61,AR,1681348377
426,catumbela,-12.4314,13.5472,25.98,85,100,1.35,AO,1681348377
427,itarantim,-15.6597,-40.0656,21.32,96,9,1.27,BR,1681348378
428,primero de enero,21.9469,-78.4283,24.48,73,1,2.35,CU,1681348378
429,broome,42.2506,-75.833,19.28,53,0,3.86,US,1681348378
430,cockburn town,21.4612,-71.1419,24.98,78,40,4.12,TC,1681348378
431,juba,4.8517,31.5825,27.41,53,99,1.14,SS,1681348379
432,sao miguel dos campos,-9.7811,-36.0936,26.72,85,83,0.91,BR,1681348122
433,juneau,58.3019,-134.4197,4.56,94,100,8.75,US,1681348244
434,pedra branca,-5.4542,-39.7172,20.93,72,99,0.48,BR,1681348379
435,ucluelet,48.9329,-125.5528,9.49,78,46,2.24,CA,1681348343
436,kununurra,-15.7667,128.7333,28.99,79,100,2.57,AU,1681348379
437,sioux lookout,50.1001,-91.917,10.09,76,100,4.28,CA,1681348380
438,warrington,53.3925,-2.5802,7.93,86,75,12.86,GB,1681348380
439,teahupoo,-17.8333,-149.2667,27.98,75,18,5.04,PF,1681348380
440,suntar,62.1444,117.6319,-3.38,84,12,3.37,RU,1681348381
441,port macquarie,-31.4333,152.9167,22.16,63,56,6.7,AU,1681348206
442,onalaska,43.8844,-91.2351,27.92,30,0,5.14,US,1681348209
443,nizhniy ingash,56.2,96.53,-1.22,59,80,4.59,RU,1681348381
444,shubarshi,48.5872,57.1869,13.77,33,100,6.63,KZ,1681348382
445,college,64.8569,-147.8028,-3.56,75,100,5.14,US,1681348382
446,praia,14.9215,-23.5087,22.3,78,40,3.6,CV,1681348382
447,bud,39.447,-86.1758,21.01,42,1,3.5,US,1681348383
448,xunchang,28.4543,104.715,21.83,82,90,1.69,CN,1681348383
449,honiara,-9.4333,159.95,29.48,70,41,2.05,SB,1681348384
450,kintampo,8.0563,-1.7306,27.32,63,79,3.36,GH,1681348384
451,mecca,21.4267,39.8261,22.39,28,45,4.47,SA,1681348384
452,lasa,46.6166,10.7002,7.23,98,100,0.84,IT,1681348385
453,altay,47.8667,88.1167,-3.54,61,16,2.58,CN,1681348385
454,ouallam,14.3188,2.0866,29.53,16,3,2.96,NE,1681348385
455,kargopol,61.5071,38.9456,-5.5,93,89,3.54,RU,1681348386
456,cuiluan,47.72,128.648,5.9,38,14,4.03,CN,1681348386
457,banda aceh,5.5577,95.3222,27.65,77,91,3.07,ID,1681348386
458,palu,-0.8917,119.8707,31.33,61,61,0.33,ID,1681348386
459,port moresby,-9.4431,147.1797,27.53,79,86,2.48,PG,1681348387
460,awjilah,29.1081,21.2869,15.03,38,0,1.62,LY,1681348387
461,hofn,64.2539,-15.2082,3.04,70,91,5.68,IS,1681348387
462,palaikastron,35.2,26.25,14.37,71,0,6.26,GR,1681348387
463,cartagena,10.3997,-75.5144,26.79,83,40,5.66,CO,1681348088
464,muli,2.9167,73.5667,28.27,75,16,3.85,MV,1681348388
465,lazaro cardenas,17.9583,-102.2,26.63,60,43,3.49,MX,1681348388
466,tamandare,-8.7597,-35.1047,25.58,84,100,2.6,BR,1681348388
467,hovd,48.0056,91.6419,-4.38,58,13,1.18,MN,1681348389
468,nyimba,-14.5566,30.8149,18.62,89,99,1.53,ZM,1681348389
469,bucerias,20.75,-105.3333,25.55,69,40,4.12,MX,1681348389
470,benghazi,32.1167,20.0667,15.94,73,0,3.42,LY,1681348389
471,saint-augustin,51.226,-58.6502,1.15,96,100,0.86,CA,1681348390
472,jos,9.9167,8.9,21.72,31,76,0.21,NG,1681348390
473,port augusta,-32.5,137.7667,18.49,56,45,4.75,AU,1681348390
474,dingle,10.9995,122.6711,29.61,63,12,2.94,PH,1681348391
475,salamanca,40.8333,-6.0,3.88,93,95,2.74,ES,1681348391
476,henties bay,-22.116,14.2845,14.85,86,0,1.9,NA,1681348391
477,asfi,32.2994,-9.2372,14.79,90,9,6.42,MA,1681348392
478,murdochville,48.9583,-65.5006,2.53,91,98,3.55,CA,1681348392
479,isoka,-10.1606,32.6335,17.38,99,100,0.96,ZM,1681348392
480,colesberg,-30.72,25.0972,12.15,19,93,1.06,ZA,1681348392
481,sosnovo-ozerskoye,52.5249,111.5418,-1.14,65,100,2.31,RU,1681348392
482,campos altos,-19.6961,-46.1714,17.09,95,100,0.27,BR,1681348101
483,malia,35.2833,25.4667,15.37,54,0,2.78,GR,1681348393
484,anta,25.15,76.3,27.71,26,94,3.31,IN,1681348393
485,krasnoselkup,65.7,82.4667,-24.65,97,99,4.76,RU,1681348394
486,kokoda,-8.8785,147.7407,30.4,68,60,1.39,PG,1681348394
487,radha kund,27.5333,77.4833,27.14,27,100,2.6,IN,1681348394
488,gat,31.61,34.7642,11.55,100,100,5.75,IL,1681348394
489,corumba,-19.0092,-57.6533,23.3,92,100,0.75,BR,1681348395
490,kattivakkam,13.2167,80.3167,27.26,88,0,4.06,IN,1681348395
491,narsingdi,23.9208,90.7181,27.01,56,0,2.37,BD,1681348395
492,gazojak,41.1875,61.4036,23.74,27,99,9.06,TM,1681348395
493,nortelandia,-14.4547,-56.8028,22.61,94,85,1.32,BR,1681348396
494,wesselsbron,-27.8549,26.3658,12.62,31,100,2.56,ZA,1681348396
495,usinsk,65.9939,57.5281,-25.23,95,7,4.61,RU,1681348396
496,chulakivka,46.3576,32.3514,8.21,95,100,3.08,UA,1681348396
497,north branch,45.5113,-92.9802,24.48,62,0,2.91,US,1681348397
498,ankang,32.68,109.0172,21.3,54,4,0.77,CN,1681348397
499,namie,37.4833,141.0,17.21,28,0,1.79,JP,1681348398
500,prince rupert,54.3161,-130.3201,4.61,81,100,2.72,CA,1681348237
501,dalvik,65.9702,-18.5286,-0.52,86,47,1.94,IS,1681348399
502,marawi,7.9986,124.2928,26.51,58,1,0.65,PH,1681348399
503,gizo,-8.103,156.8419,28.23,71,91,1.04,SB,1681348399
504,uruacu,-14.5247,-49.1408,21.95,87,61,0.86,BR,1681348400
505,guamuchil,25.4667,-108.1,24.82,22,100,2.66,MX,1681348211
506,tongren,27.7172,109.1853,19.67,95,100,0.08,CN,1681348400
507,ambulu,-8.345,113.6058,25.99,88,100,0.47,ID,1681348400
508,catuday,16.2923,119.8062,27.31,74,64,2.63,PH,1681348401
509,pitimbu,-7.4706,-34.8086,26.33,83,72,4.8,BR,1681348401
510,touros,-5.1989,-35.4608,24.93,90,39,5.34,BR,1681348401
511,hamilton,39.1834,-84.5333,20.91,47,0,2.8,US,1681347649
512,redmond,47.674,-122.1215,12.84,50,3,3.13,US,1681348402
513,bulaevo,54.9056,70.4439,2.02,74,2,4.2,KZ,1681348402
514,la ronge,55.1001,-105.2842,1.1,97,47,1.26,CA,1681348402
515,ornskoldsvik,63.2909,18.7153,4.53,75,100,3.09,SE,1681348403
516,marzuq,14.4,46.4667,19.95,71,98,2.81,YE,1681348404
517,bambanglipuro,-7.95,110.2833,26.81,80,99,1.48,ID,1681348404
518,salvador,13.8333,-88.9167,24.22,69,79,1.43,SV,1681348405
519,tukrah,32.5341,20.5791,14.4,81,0,4.51,LY,1681348405
520,ketchikan,55.3422,-131.6461,3.26,93,100,5.14,US,1681348405
521,chapais,49.7834,-74.8492,-1.31,95,17,0.81,CA,1681348406
522,miandrivazo,-19.5167,45.4667,22.99,89,96,0.99,MG,1681348406
523,aswan,24.0934,32.907,16.51,35,0,3.87,EG,1681348407
524,akureyri,65.6835,-18.0878,-1.77,89,47,1.65,IS,1681348407
525,gari,59.4307,62.3497,0.08,92,100,4.99,RU,1681348408
526,manicore,-5.8092,-61.3003,24.12,94,100,0.73,BR,1681348408
527,puerto baquerizo moreno,-0.9,-89.6,26.55,83,40,1.03,EC,1681348347
528,belmonte,-15.8631,-38.8828,24.47,88,19,1.79,BR,1681348409
529,crestview,30.7621,-86.5705,20.69,63,75,3.09,US,1681348409
530,sayansk,54.1088,102.1648,-3.51,54,43,2.61,RU,1681348410
531,lodwar,3.1191,35.5973,28.01,54,100,5.48,KE,1681348410
